univ,country,docs,cites,cpp,top_papers,subject
ZHEJIANG A&F UNIVERSITY,CHINA MAINLAND,1485.0,22793.0,15.35,25.0,AGRICULTURAL SCIENCES
UNIVERSITY OF ARKANSAS FAYETTEVILLE,USA,1541.0,22712.0,14.74,7.0,AGRICULTURAL SCIENCES
HARVARD UNIVERSITY MEDICAL AFFILIATES,USA,867.0,22587.0,26.05,27.0,AGRICULTURAL SCIENCES
UNIVERSIDAD DE CORDOBA,SPAIN,1490.0,22584.0,15.16,6.0,AGRICULTURAL SCIENCES
LINCOLN UNIVERSITY - NEW ZEALAND,NEW ZEALAND,1187.0,22445.0,18.91,11.0,AGRICULTURAL SCIENCES
POZNAN UNIVERSITY OF LIFE SCIENCES,POLAND,1549.0,22331.0,14.42,5.0,AGRICULTURAL SCIENCES
UNIVERSITY OF SEVILLA,SPAIN,1225.0,22324.0,18.22,10.0,AGRICULTURAL SCIENCES
UNIVERSITE BOURGOGNE EUROPE,FRANCE,1017.0,22219.0,21.85,11.0,AGRICULTURAL SCIENCES
UNIVERSITY OF PISA,ITALY,1262.0,22200.0,17.59,9.0,AGRICULTURAL SCIENCES
UNIVERSITY OF CATANIA,ITALY,988.0,21888.0,22.15,23.0,AGRICULTURAL SCIENCES
BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES (BAAFS),CHINA MAINLAND,1410.0,21872.0,15.51,20.0,AGRICULTURAL SCIENCES
SHAANXI NORMAL UNIVERSITY,CHINA MAINLAND,1074.0,21851.0,20.35,8.0,AGRICULTURAL SCIENCES
AGRESEARCH - NEW ZEALAND,NEW ZEALAND,1188.0,21837.0,18.38,17.0,AGRICULTURAL SCIENCES
UNIVERSITY OF TENNESSEE KNOXVILLE,USA,1367.0,21786.0,15.94,8.0,AGRICULTURAL SCIENCES
KONKUK UNIVERSITY,SOUTH KOREA,1248.0,21779.0,17.45,10.0,AGRICULTURAL SCIENCES
GUANGXI UNIVERSITY,CHINA MAINLAND,1554.0,21658.0,13.94,17.0,AGRICULTURAL SCIENCES
UNIVERSITY OF PALERMO,ITALY,1073.0,21524.0,20.06,15.0,AGRICULTURAL SCIENCES
UNIVERSITY OF NEW SOUTH WALES SYDNEY,AUSTRALIA,901.0,21455.0,23.81,20.0,AGRICULTURAL SCIENCES
UNIVERSIDAD POLITECNICA DE MADRID,SPAIN,1069.0,21403.0,20.02,13.0,AGRICULTURAL SCIENCES
SHANGHAI OCEAN UNIVERSITY,CHINA MAINLAND,1208.0,21336.0,17.66,24.0,AGRICULTURAL SCIENCES
HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,USA,1017.0,21318.0,20.96,22.0,AGRICULTURAL SCIENCES
SHIRAZ UNIVERSITY,IRAN,1137.0,21155.0,18.61,14.0,AGRICULTURAL SCIENCES
STELLENBOSCH UNIVERSITY,SOUTH AFRICA,1284.0,21149.0,16.47,12.0,AGRICULTURAL SCIENCES
JIANGXI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1300.0,21140.0,16.26,20.0,AGRICULTURAL SCIENCES
UNIV CLERMONT AUVERGNE ASSOC,,1175.0,21101.0,17.96,13.0,AGRICULTURAL SCIENCES
AGROSUP DIJON,FRANCE,936.0,21090.0,22.53,11.0,AGRICULTURAL SCIENCES
UNIVERSITY OF MISSOURI SYSTEM,USA,1215.0,21069.0,17.34,13.0,AGRICULTURAL SCIENCES
UNIVERSITE PARIS CITE,FRANCE,870.0,20933.0,24.06,17.0,AGRICULTURAL SCIENCES
SHIHEZI UNIVERSITY,CHINA MAINLAND,1597.0,20933.0,13.11,20.0,AGRICULTURAL SCIENCES
UNIVERSITY OF TORONTO,CANADA,949.0,20924.0,22.05,13.0,AGRICULTURAL SCIENCES
SWISS FEDERAL RESEARCH STATION AGROSCOPE,SWITZERLAND,1211.0,20901.0,17.26,20.0,AGRICULTURAL SCIENCES
TARBIAT MODARES UNIVERSITY,IRAN,1082.0,20830.0,19.25,9.0,AGRICULTURAL SCIENCES
AGRICULTURAL UNIVERSITY OF ATHENS,GREECE,1135.0,20791.0,18.32,7.0,AGRICULTURAL SCIENCES
UNIV LYON COMUE,,1098.0,20744.0,18.89,21.0,AGRICULTURAL SCIENCES
GUIZHOU UNIVERSITY,CHINA MAINLAND,1815.0,20737.0,11.43,24.0,AGRICULTURAL SCIENCES
LAVAL UNIVERSITY,CANADA,1284.0,20720.0,16.14,9.0,AGRICULTURAL SCIENCES
CSIC - INSTITUTO DE CIENCIA Y TECNOLOGIA DE ALIMENTOS Y NUTRICION (ICTAN),SPAIN,749.0,20578.0,27.47,11.0,AGRICULTURAL SCIENCES
ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT),AUSTRALIA,922.0,20570.0,22.31,17.0,AGRICULTURAL SCIENCES
PRINCE OF SONGKLA UNIVERSITY,THAILAND,1122.0,20538.0,18.3,10.0,AGRICULTURAL SCIENCES
NORTH DAKOTA STATE UNIVERSITY FARGO,USA,1253.0,20504.0,16.36,18.0,AGRICULTURAL SCIENCES
UTRECHT UNIVERSITY,NETHERLANDS,801.0,20296.0,25.34,17.0,AGRICULTURAL SCIENCES
SORBONNE UNIVERSITE,FRANCE,707.0,20262.0,28.66,14.0,AGRICULTURAL SCIENCES
UNIVERSITY OF OXFORD,ENGLAND,842.0,20249.0,24.05,14.0,AGRICULTURAL SCIENCES
ARISTOTLE UNIVERSITY OF THESSALONIKI,GREECE,1181.0,20218.0,17.12,14.0,AGRICULTURAL SCIENCES
UNIVERSITY OF KENTUCKY,USA,1057.0,20208.0,19.12,12.0,AGRICULTURAL SCIENCES
NATIONAL AGRICULTURE & FOOD RESEARCH ORGANIZATION - JAPAN,JAPAN,2101.0,20196.0,9.61,3.0,AGRICULTURAL SCIENCES
UNIVERSITY OF MISSOURI COLUMBIA,USA,1152.0,20135.0,17.48,13.0,AGRICULTURAL SCIENCES
UNIVERSITY OF ZARAGOZA,SPAIN,1155.0,20133.0,17.43,8.0,AGRICULTURAL SCIENCES
UNIVERSITAT DE LLEIDA,SPAIN,1005.0,20101.0,20.0,8.0,AGRICULTURAL SCIENCES
UNIVERSIDADE FEDERAL DO PARANA,BRAZIL,1830.0,20069.0,10.97,6.0,AGRICULTURAL SCIENCES
CAIRO UNIVERSITY,EGYPT,1394.0,20011.0,14.36,17.0,AGRICULTURAL SCIENCES
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,USA,1473.0,20011.0,13.59,3.0,AGRICULTURAL SCIENCES
INSTITUTO DE AGROQUIMICA Y TECNOLOGIA DE LOS ALIMENTOS (IATA),SPAIN,741.0,19985.0,26.97,10.0,AGRICULTURAL SCIENCES
UNIVERSIDADE DO MINHO,PORTUGAL,710.0,19964.0,28.12,12.0,AGRICULTURAL SCIENCES
LOUISIANA STATE UNIVERSITY SYSTEM,USA,1214.0,19727.0,16.25,12.0,AGRICULTURAL SCIENCES
IRTA,SPAIN,1005.0,19676.0,19.58,10.0,AGRICULTURAL SCIENCES
SHAHID BEHESHTI UNIVERSITY MEDICAL SCIENCES,IRAN,1017.0,19675.0,19.35,14.0,AGRICULTURAL SCIENCES
COMPLUTENSE UNIVERSITY OF MADRID,SPAIN,1157.0,19653.0,16.99,13.0,AGRICULTURAL SCIENCES
UNIVERSITY OF BUENOS AIRES,ARGENTINA,1246.0,19552.0,15.69,8.0,AGRICULTURAL SCIENCES
NANJING UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,853.0,19346.0,22.68,24.0,AGRICULTURAL SCIENCES
"SHENYANG INSTITUTE OF APPLIED ECOLOGY, CAS",CHINA MAINLAND,763.0,19329.0,25.33,17.0,AGRICULTURAL SCIENCES
PRES EUROPEAN UNIV BRETAGNE,,838.0,19264.0,22.99,8.0,AGRICULTURAL SCIENCES
INSTITUTO POLITECNICO NACIONAL - MEXICO,MEXICO,1267.0,19248.0,15.19,10.0,AGRICULTURAL SCIENCES
UNIVERSIDADE FEDERAL DE PELOTAS,BRAZIL,1647.0,19221.0,11.67,8.0,AGRICULTURAL SCIENCES
SAPIENZA UNIVERSITY ROME,ITALY,945.0,19142.0,20.26,16.0,AGRICULTURAL SCIENCES
UNIVERSITY OF NOVI SAD,SERBIA,1317.0,19034.0,14.45,17.0,AGRICULTURAL SCIENCES
LUND UNIVERSITY,SWEDEN,829.0,19005.0,22.93,11.0,AGRICULTURAL SCIENCES
HEBEI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1550.0,18886.0,12.18,19.0,AGRICULTURAL SCIENCES
JILIN AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1508.0,18846.0,12.5,15.0,AGRICULTURAL SCIENCES
WUHAN UNIVERSITY,CHINA MAINLAND,923.0,18812.0,20.38,25.0,AGRICULTURAL SCIENCES
DEAKIN UNIVERSITY,AUSTRALIA,922.0,18783.0,20.37,15.0,AGRICULTURAL SCIENCES
NORTHEAST FORESTRY UNIVERSITY - CHINA,CHINA MAINLAND,1066.0,18762.0,17.6,20.0,AGRICULTURAL SCIENCES
NATURAL RESOURCES INSTITUTE FINLAND (LUKE),FINLAND,870.0,18684.0,21.48,14.0,AGRICULTURAL SCIENCES
UNIVERSITY OF TABRIZ,IRAN,893.0,18657.0,20.89,18.0,AGRICULTURAL SCIENCES
UNIVERSITY OF MURCIA,SPAIN,996.0,18551.0,18.63,10.0,AGRICULTURAL SCIENCES
UNIVERSIDADE FEDERAL FLUMINENSE,BRAZIL,943.0,18545.0,19.67,13.0,AGRICULTURAL SCIENCES
CSIC-UAM - INSTITUTO DE INVESTIGACION EN CIENCIAS DE LA ALIMENTACION (CIAL),SPAIN,769.0,18544.0,24.11,10.0,AGRICULTURAL SCIENCES
UT INSTITUTE OF AGRICULTURE,USA,1154.0,18539.0,16.06,7.0,AGRICULTURAL SCIENCES
UNIVERSITY OF NEWCASTLE,AUSTRALIA,700.0,18537.0,26.48,14.0,AGRICULTURAL SCIENCES
CALIFORNIA STATE UNIVERSITY SYSTEM,USA,1019.0,18518.0,18.17,15.0,AGRICULTURAL SCIENCES
TUSCIA UNIVERSITY,ITALY,774.0,18516.0,23.92,17.0,AGRICULTURAL SCIENCES
ZHEJIANG UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,958.0,18495.0,19.31,32.0,AGRICULTURAL SCIENCES
LOUISIANA STATE UNIVERSITY,USA,1118.0,18475.0,16.53,12.0,AGRICULTURAL SCIENCES
UNIVERSITY OF PERUGIA,ITALY,845.0,18434.0,21.82,8.0,AGRICULTURAL SCIENCES
GANSU AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1464.0,18306.0,12.5,11.0,AGRICULTURAL SCIENCES
ALLIANCE,FRANCE,782.0,18247.0,23.33,10.0,AGRICULTURAL SCIENCES
MAASTRICHT UNIVERSITY,NETHERLANDS,629.0,18133.0,28.83,16.0,AGRICULTURAL SCIENCES
KASETSART UNIVERSITY,THAILAND,1351.0,18106.0,13.4,11.0,AGRICULTURAL SCIENCES
QILU UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,955.0,18096.0,18.95,17.0,AGRICULTURAL SCIENCES
TUFTS UNIVERSITY,USA,755.0,18054.0,23.91,17.0,AGRICULTURAL SCIENCES
NATIONAL INSTITUTES OF HEALTH (NIH) - USA,USA,587.0,17944.0,30.57,24.0,AGRICULTURAL SCIENCES
"SOUTH CHINA BOTANICAL GARDEN, CAS",CHINA MAINLAND,694.0,17918.0,25.82,14.0,AGRICULTURAL SCIENCES
UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,SPAIN,903.0,17899.0,19.82,11.0,AGRICULTURAL SCIENCES
UNIVERSITE DE SFAX,TUNISIA,791.0,17825.0,22.53,13.0,AGRICULTURAL SCIENCES
TEHRAN UNIVERSITY OF MEDICAL SCIENCES,IRAN,884.0,17816.0,20.15,18.0,AGRICULTURAL SCIENCES
SHANXI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1608.0,17816.0,11.08,11.0,AGRICULTURAL SCIENCES
URMIA UNIVERSITY,IRAN,775.0,17797.0,22.96,24.0,AGRICULTURAL SCIENCES
FERDOWSI UNIVERSITY MASHHAD,IRAN,1165.0,17677.0,15.17,10.0,AGRICULTURAL SCIENCES
NANJING NORMAL UNIVERSITY,CHINA MAINLAND,870.0,17605.0,20.24,10.0,AGRICULTURAL SCIENCES
"INSTITUTE OF SUBTROPICAL AGRICULTURE, CAS",CHINA MAINLAND,633.0,17573.0,27.76,11.0,AGRICULTURAL SCIENCES
INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA),ARGENTINA,1239.0,17532.0,14.15,5.0,AGRICULTURAL SCIENCES
UNIVERSITAT ROVIRA I VIRGILI,SPAIN,780.0,17468.0,22.39,9.0,AGRICULTURAL SCIENCES
NORWEGIAN UNIVERSITY OF LIFE SCIENCES,NORWAY,924.0,17450.0,18.89,9.0,AGRICULTURAL SCIENCES
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,BRAZIL,996.0,17348.0,17.42,10.0,AGRICULTURAL SCIENCES
HARVARD MEDICAL SCHOOL,USA,715.0,17347.0,24.26,17.0,AGRICULTURAL SCIENCES
CHUNG ANG UNIVERSITY,SOUTH KOREA,1167.0,17310.0,14.83,8.0,AGRICULTURAL SCIENCES
JOHNS HOPKINS UNIVERSITY,USA,856.0,17282.0,20.19,17.0,AGRICULTURAL SCIENCES
KANGWON NATIONAL UNIVERSITY,SOUTH KOREA,1150.0,17254.0,15.0,13.0,AGRICULTURAL SCIENCES
VOLCANI INSTITUTE OF AGRICULTURAL RESEARCH,ISRAEL,717.0,17232.0,24.03,17.0,AGRICULTURAL SCIENCES
CSIR - CENTRAL FOOD TECHNOLOGICAL RESEARCH INSTITUTE (CFTRI),INDIA,920.0,17188.0,18.68,9.0,AGRICULTURAL SCIENCES
ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,1128.0,17132.0,15.19,12.0,AGRICULTURAL SCIENCES
MARCHE POLYTECHNIC UNIVERSITY,ITALY,706.0,17114.0,24.24,20.0,AGRICULTURAL SCIENCES
ISFAHAN UNIVERSITY OF TECHNOLOGY,IRAN,864.0,17103.0,19.8,11.0,AGRICULTURAL SCIENCES
KOREA FOOD RESEARCH INSTITUTE (KFRI),SOUTH KOREA,1128.0,17049.0,15.11,8.0,AGRICULTURAL SCIENCES
HENAN AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1491.0,16987.0,11.39,11.0,AGRICULTURAL SCIENCES
UNIVERSITY OF NAVARRA,SPAIN,662.0,16944.0,25.6,8.0,AGRICULTURAL SCIENCES
TSINGHUA UNIVERSITY,CHINA MAINLAND,790.0,16927.0,21.43,17.0,AGRICULTURAL SCIENCES
TABRIZ UNIVERSITY OF MEDICAL SCIENCE,IRAN,783.0,16915.0,21.6,19.0,AGRICULTURAL SCIENCES
NATIONAL TAIWAN UNIVERSITY,TAIWAN,1096.0,16806.0,15.33,7.0,AGRICULTURAL SCIENCES
CHENGDU UNIVERSITY,CHINA MAINLAND,850.0,16760.0,19.72,33.0,AGRICULTURAL SCIENCES
UNIVERSITY OF HONG KONG,HONG KONG,575.0,16707.0,29.06,22.0,AGRICULTURAL SCIENCES
UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,SPAIN,926.0,16655.0,17.99,5.0,AGRICULTURAL SCIENCES
INTERNATIONAL RICE RESEARCH INSTITUTE (IRRI),PHILIPPINES,664.0,16605.0,25.01,9.0,AGRICULTURAL SCIENCES
BOHAI UNIVERSITY,CHINA MAINLAND,714.0,16570.0,23.21,22.0,AGRICULTURAL SCIENCES
CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES,CHINA MAINLAND,1123.0,16569.0,14.75,13.0,AGRICULTURAL SCIENCES
CLEMSON UNIVERSITY,USA,924.0,16521.0,17.88,16.0,AGRICULTURAL SCIENCES
NEW ZEALAND INSTITUTE FOR PLANT & FOOD RESEARCH LTD,NEW ZEALAND,933.0,16471.0,17.65,9.0,AGRICULTURAL SCIENCES
CZECH UNIVERSITY OF LIFE SCIENCES PRAGUE,CZECH REPUBLIC,1485.0,16463.0,11.09,2.0,AGRICULTURAL SCIENCES
UNIVERSIDADE DE AVEIRO,PORTUGAL,674.0,16414.0,24.35,12.0,AGRICULTURAL SCIENCES
"NORTHEAST INSTITUTE OF GEOGRAPHY & AGROECOLOGY, CAS",CHINA MAINLAND,964.0,16396.0,17.01,7.0,AGRICULTURAL SCIENCES
QUEENS UNIVERSITY BELFAST,NORTHERN IRELAND,735.0,16330.0,22.22,8.0,AGRICULTURAL SCIENCES
UNIVERSITY OF ABERDEEN,SCOTLAND,523.0,16324.0,31.21,19.0,AGRICULTURAL SCIENCES
BAHAUDDIN ZAKARIYA UNIVERSITY,PAKISTAN,971.0,16307.0,16.79,12.0,AGRICULTURAL SCIENCES
UNIVERSITY OF VIENNA,AUSTRIA,589.0,16231.0,27.56,18.0,AGRICULTURAL SCIENCES
UNIVERSIDADE ESTADUAL DE MARINGA,BRAZIL,1481.0,16150.0,10.9,1.0,AGRICULTURAL SCIENCES
UNIVERSITY OF FOGGIA,ITALY,806.0,16145.0,20.03,13.0,AGRICULTURAL SCIENCES
CZECH ACADEMY OF SCIENCES,CZECH REPUBLIC,883.0,16143.0,18.28,12.0,AGRICULTURAL SCIENCES
UNIVERSITY OF BASQUE COUNTRY,SPAIN,712.0,16108.0,22.62,9.0,AGRICULTURAL SCIENCES
UNIVERSITY OF TEXAS SYSTEM,USA,810.0,16072.0,19.84,14.0,AGRICULTURAL SCIENCES
WUHAN POLYTECHNIC UNIVERSITY,CHINA MAINLAND,985.0,16072.0,16.32,15.0,AGRICULTURAL SCIENCES
CHINESE ACADEMY OF FORESTRY,CHINA MAINLAND,1140.0,16027.0,14.06,8.0,AGRICULTURAL SCIENCES
JUSTUS LIEBIG UNIVERSITY GIESSEN,GERMANY (FED REP GER),941.0,16017.0,17.02,7.0,AGRICULTURAL SCIENCES
UNIVERSITE DE BORDEAUX,FRANCE,831.0,15994.0,19.25,7.0,AGRICULTURAL SCIENCES
UNIVERSITY OF AGRICULTURE IN KRAKOW,POLAND,1194.0,15926.0,13.34,6.0,AGRICULTURAL SCIENCES
HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY,CHINA MAINLAND,1179.0,15916.0,13.5,18.0,AGRICULTURAL SCIENCES
ISTITUTO SCIENZE DELLE PRODUZIONI ALIMENTARI (ISPA-CNR),ITALY,651.0,15842.0,24.33,11.0,AGRICULTURAL SCIENCES
HUMBOLDT UNIVERSITY OF BERLIN,GERMANY (FED REP GER),820.0,15731.0,19.18,17.0,AGRICULTURAL SCIENCES
WROCLAW UNIVERSITY OF ENVIRONMENTAL & LIFE SCIENCES,POLAND,968.0,15663.0,16.18,8.0,AGRICULTURAL SCIENCES
INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE (IFPRI),USA,616.0,15642.0,25.39,18.0,AGRICULTURAL SCIENCES
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KHARAGPUR,INDIA,800.0,15607.0,19.51,15.0,AGRICULTURAL SCIENCES
NORTHWEST UNIVERSITY XI'AN,CHINA MAINLAND,764.0,15592.0,20.41,16.0,AGRICULTURAL SCIENCES
AUTONOMOUS UNIVERSITY OF BARCELONA,SPAIN,881.0,15514.0,17.61,12.0,AGRICULTURAL SCIENCES
GOVERNMENT COLLEGE UNIVERSITY FAISALABAD,PAKISTAN,1054.0,15429.0,14.64,15.0,AGRICULTURAL SCIENCES
AGROCAMPUS OUEST,FRANCE,597.0,15404.0,25.8,8.0,AGRICULTURAL SCIENCES
UNIVERSITE DE LORRAINE,FRANCE,723.0,15392.0,21.29,10.0,AGRICULTURAL SCIENCES
CTR TECNOL CARNE GALICIA,,431.0,15366.0,35.65,22.0,AGRICULTURAL SCIENCES
KYUNGPOOK NATIONAL UNIVERSITY (KNU),SOUTH KOREA,1155.0,15351.0,13.29,6.0,AGRICULTURAL SCIENCES
UNIVERSITI SAINS MALAYSIA,MALAYSIA,848.0,15318.0,18.06,15.0,AGRICULTURAL SCIENCES
UNIVERSIDADE FEDERAL DE MINAS GERAIS,BRAZIL,1465.0,15251.0,10.41,2.0,AGRICULTURAL SCIENCES
UNIVERSIDADE ESTADUAL DE LONDRINA,BRAZIL,1460.0,15221.0,10.43,4.0,AGRICULTURAL SCIENCES
YANGTZE UNIVERSITY,CHINA MAINLAND,872.0,15095.0,17.31,11.0,AGRICULTURAL SCIENCES
UNIVERSITY OF KWAZULU NATAL,SOUTH AFRICA,1093.0,15092.0,13.81,6.0,AGRICULTURAL SCIENCES
CHUNGNAM NATIONAL UNIVERSITY,SOUTH KOREA,1146.0,15087.0,13.16,5.0,AGRICULTURAL SCIENCES
UNIVERSITE CLERMONT AUVERGNE (UCA),FRANCE,870.0,15023.0,17.27,9.0,AGRICULTURAL SCIENCES
"TEA RESEARCH INSTITUTE, CAAS",CHINA MAINLAND,578.0,14952.0,25.87,26.0,AGRICULTURAL SCIENCES
ACADEMY OF SCIENTIFIC & INNOVATIVE RESEARCH (ACSIR),INDIA,977.0,14898.0,15.25,9.0,AGRICULTURAL SCIENCES
FREE UNIVERSITY OF BERLIN,GERMANY (FED REP GER),681.0,14867.0,21.83,16.0,AGRICULTURAL SCIENCES
UNIVERSITY OF EDINBURGH,SCOTLAND,694.0,14818.0,21.35,13.0,AGRICULTURAL SCIENCES
"UNIVERSIDAD DE LA REPUBLICA, URUGUAY",URUGUAY,893.0,14813.0,16.59,7.0,AGRICULTURAL SCIENCES
FOOD & AGRICULTURE ORGANIZATION OF THE UNITED NATIONS (FAO),ITALY,474.0,14775.0,31.17,25.0,AGRICULTURAL SCIENCES
SHANDONG ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,1107.0,14767.0,13.34,13.0,AGRICULTURAL SCIENCES
LA TROBE UNIVERSITY,AUSTRALIA,744.0,14728.0,19.8,7.0,AGRICULTURAL SCIENCES
AUTONOMOUS UNIVERSITY OF MADRID,SPAIN,816.0,14716.0,18.03,8.0,AGRICULTURAL SCIENCES
UNIVERSIDADE CATOLICA PORTUGUESA,PORTUGAL,644.0,14664.0,22.77,11.0,AGRICULTURAL SCIENCES
GYEONGSANG NATIONAL UNIVERSITY,SOUTH KOREA,1059.0,14662.0,13.85,9.0,AGRICULTURAL SCIENCES
JAMES HUTTON INSTITUTE,SCOTLAND,559.0,14650.0,26.21,10.0,AGRICULTURAL SCIENCES
NATIONAL RESEARCH CENTRE (NRC),EGYPT,947.0,14632.0,15.45,8.0,AGRICULTURAL SCIENCES
UNIVERSIDADE FEDERAL DO CEARA,BRAZIL,1442.0,14585.0,10.11,4.0,AGRICULTURAL SCIENCES
LEIBNIZ ZENTRUM FUR AGRARLANDSCHAFTSFORSCHUNG (ZALF),GERMANY (FED REP GER),631.0,14498.0,22.98,9.0,AGRICULTURAL SCIENCES
UTAH SYSTEM OF HIGHER EDUCATION,USA,876.0,14498.0,16.55,9.0,AGRICULTURAL SCIENCES
UNIVERSITY OF CALIFORNIA BERKELEY,USA,594.0,14450.0,24.33,11.0,AGRICULTURAL SCIENCES
CUKUROVA UNIVERSITY,TURKIYE,991.0,14429.0,14.56,11.0,AGRICULTURAL SCIENCES
UNIVERSIDAD DE CHILE,CHILE,972.0,14427.0,14.84,2.0,AGRICULTURAL SCIENCES
MISSISSIPPI STATE UNIVERSITY,USA,1095.0,14420.0,13.17,9.0,AGRICULTURAL SCIENCES
UNIVERSITY OF KIEL,GERMANY (FED REP GER),809.0,14340.0,17.73,11.0,AGRICULTURAL SCIENCES
"INSTITUTE OF BOTANY, CAS",CHINA MAINLAND,545.0,14337.0,26.31,11.0,AGRICULTURAL SCIENCES
SHENZHEN UNIVERSITY,CHINA MAINLAND,759.0,14324.0,18.87,17.0,AGRICULTURAL SCIENCES
AGRICULTURAL RESEARCH CENTER - EGYPT,EGYPT,1288.0,14309.0,11.11,12.0,AGRICULTURAL SCIENCES
HUBEI UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,736.0,14294.0,19.42,17.0,AGRICULTURAL SCIENCES
UNIVERSITY OF LIFE SCIENCES IN LUBLIN,POLAND,1108.0,14270.0,12.88,5.0,AGRICULTURAL SCIENCES
UNIVERSITY OF WARMIA & MAZURY,POLAND,1012.0,14219.0,14.05,6.0,AGRICULTURAL SCIENCES
TEXAS TECH UNIVERSITY SYSTEM,USA,851.0,14206.0,16.69,7.0,AGRICULTURAL SCIENCES
UNIVERSITE CATHOLIQUE LOUVAIN,BELGIUM,458.0,14202.0,31.01,15.0,AGRICULTURAL SCIENCES
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MEXICO,1324.0,14134.0,10.68,7.0,AGRICULTURAL SCIENCES
NEWCASTLE UNIVERSITY - UK,ENGLAND,649.0,14107.0,21.74,9.0,AGRICULTURAL SCIENCES
CHONNAM NATIONAL UNIVERSITY,SOUTH KOREA,1076.0,13980.0,12.99,3.0,AGRICULTURAL SCIENCES
DALHOUSIE UNIVERSITY,CANADA,647.0,13929.0,21.53,10.0,AGRICULTURAL SCIENCES
INTERNATIONAL CROPS RESEARCH INSTITUTE FOR THE SEMI-ARID-TROPICS (ICRISAT),INDIA,820.0,13894.0,16.94,4.0,AGRICULTURAL SCIENCES
INTERNATIONAL CENTER FOR TROPICAL AGRICULTURE - CIAT,COLOMBIA,538.0,13877.0,25.79,8.0,AGRICULTURAL SCIENCES
TEXAS TECH UNIVERSITY,USA,828.0,13855.0,16.73,7.0,AGRICULTURAL SCIENCES
TIANJIN UNIVERSITY,CHINA MAINLAND,738.0,13841.0,18.75,17.0,AGRICULTURAL SCIENCES
UNIVERSITY OF UDINE,ITALY,686.0,13839.0,20.17,6.0,AGRICULTURAL SCIENCES
UNIVERSITY OF TOKYO,JAPAN,1091.0,13809.0,12.66,3.0,AGRICULTURAL SCIENCES
CHARLES STURT UNIVERSITY,AUSTRALIA,795.0,13786.0,17.34,4.0,AGRICULTURAL SCIENCES
FUZHOU UNIVERSITY,CHINA MAINLAND,582.0,13768.0,23.66,14.0,AGRICULTURAL SCIENCES
GUANGZHOU HIGHER EDUC MEGA CTR,,246.0,13763.0,55.95,25.0,AGRICULTURAL SCIENCES
INNER MONGOLIA AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1321.0,13757.0,10.41,6.0,AGRICULTURAL SCIENCES
UNIVERSITY OF LJUBLJANA,SLOVENIA,849.0,13755.0,16.2,7.0,AGRICULTURAL SCIENCES
UNIVERSIDAD DE CASTILLA-LA MANCHA,SPAIN,912.0,13750.0,15.08,8.0,AGRICULTURAL SCIENCES
UNIVERSIDAD DE EXTREMADURA,SPAIN,844.0,13738.0,16.28,5.0,AGRICULTURAL SCIENCES
UNIVERSITE DE RENNES,FRANCE,552.0,13715.0,24.85,6.0,AGRICULTURAL SCIENCES
KYOTO UNIVERSITY,JAPAN,1017.0,13663.0,13.43,6.0,AGRICULTURAL SCIENCES
UNIVERSITY OF GRONINGEN,NETHERLANDS,591.0,13641.0,23.08,7.0,AGRICULTURAL SCIENCES
CHINESE UNIVERSITY OF HONG KONG,HONG KONG,542.0,13565.0,25.03,17.0,AGRICULTURAL SCIENCES
NANJING UNIVERSITY,CHINA MAINLAND,658.0,13532.0,20.57,11.0,AGRICULTURAL SCIENCES
NATIONAL UNIVERSITY OF LA PLATA,ARGENTINA,807.0,13501.0,16.73,5.0,AGRICULTURAL SCIENCES
NESTLE SA,SWITZERLAND,551.0,13493.0,24.49,10.0,AGRICULTURAL SCIENCES
KING'S COLLEGE LONDON,ENGLAND,520.0,13463.0,25.89,13.0,AGRICULTURAL SCIENCES
UNIVERSITY OF SALERNO,ITALY,608.0,13445.0,22.11,5.0,AGRICULTURAL SCIENCES
